url,Position,Company,Location,Job_Description
"https://www.glassdoor.co.in/job-listing/incident-response-cyber-security-manager-boston-consulting-group-JV_KO0,40_KE41,64.htm?jl=1009369754779",Incident Response - Cyber Security Manager,Boston Consulting Group,Delhi,"WHAT YOU'LL DO

Under the general direction of the Information Security Manager or delegate and working with other IT, BST, etc. throughout the firm, the roles will perform the following functions
Participate as an integral part of the CSIRT Team, Risk and IT in general.
Work closely with CSIRT team people & technology to detect, assess, and communicate cyber threats.
Proactively monitoring and analyze logs via the SIEM for indicators of attack.





BCG’s information technology group collaboratively delivers the latest digital technologies that enable our consultants to lead and our business to grow. For our IT jobs, we seek individuals with expertise in the areas of IT infrastructure, application development, business systems, collaborative and social technologies, information security, and project leadership."
"https://www.glassdoor.co.in/job-listing/threat-intelligence-analyst-puresoftware-technologies-pvt-ltd-JV_IC4477468_KO0,27_KE28,61.htm?jl=1009398103917",Threat Intelligence Analyst,PureSoftware Technologies Pvt Ltd,Noida,"Proven experience working as a threat intelligence analyst or in a similar role within the cybersecurity field.
Strong understanding of cyber threats, attack vectors, and intrusion techniques, as well as knowledge of cybersecurity frameworks and standards.
Proficiency in using threat intelligence platforms, security tools, and analytical techniques to identify and analyze cyber threats.
Excellent analytical, critical thinking, and problem-solving skills, with the ability to distill complex information into clear and actionable intelligence."
"https://www.glassdoor.co.in/job-listing/cybersecurity-specialist-orange-business-JV_IC2921225_KO0,24_KE25,40.htm?jl=1009418461075",Cybersecurity Specialist,Orange Business,Gurgaon,"Votre rôle
Role & Responsibilities


24*7 onsite cybersoc support to customer


Plan, implement, configure, and migrate market-leading cyber security solutions (Qradar, Sentinel, Defender etc.)"
"https://www.glassdoor.co.in/job-listing/senior-security-analyst-soc-security-operations-ukg-ultimate-kronos-group-JV_IC4477468_KO0,47_KE48,73.htm?jl=1009373702189","Senior Security Analyst (SOC, Security Operations)",UKG (Ultimate Kronos Group),Noida,"Company Overview
Here at UKG, our purpose is people™. Our HR, payroll, and workforce management solutions help organizations unlock happier outcomes for all. And our U Krewers, who build those solutions and support our business, are talented, collaborative, and innovative problem-solvers. We strive to create a culture of belonging and an employee experience that empowers our people – both at work and at home. Our benefits show that we care about the whole you, from adoption and surrogacy assistance to tuition reimbursement and wellness programs. Our employee resource groups provide a welcoming place to land, learn, and connect with those who share your passions and interests. What are you waiting for?"
"https://www.glassdoor.co.in/job-listing/information-security-analyst-i-amex-JV_IC2921225_KO0,30_KE31,35.htm?jl=1009014506937",Information Security Analyst I,Amex,Gurgaon,"You Lead the Way. We’ve Got Your Back.
With the right backing, people and businesses have the power to progress in incredible ways. When you join Team Amex, you become part of a global and diverse community of colleagues with an unwavering commitment to back our customers, communities and each other. Here, you’ll learn and grow as we help you create a career journey that’s unique and meaningful to you with benefits, programs, and flexibility that support you personally and professionally.
At American Express, you’ll be recognized for your contributions, leadership, and impact—every colleague has the opportunity to share in the company’s success. Together, we’ll win as a team, striving to uphold our company values and powerful backing promise to provide the world’s best customer experience every day. And we’ll do it with the utmost integrity, and in an environment where everyone is seen, heard and feels like they belong.


Learn technology, cyber security and business continuity management processes at American Express, demonstrating strong levels of curiosity and willingness, in order to present an effective credible challenge."
"https://www.glassdoor.co.in/job-listing/business-system-analyst-rapifuzz-JV_IC2921225_KO0,23_KE24,32.htm?jl=1009321076953",Business System Analyst,Rapifuzz,Gurgaon,"Job Duties:
Meeting with the development team to discuss user interface ideas and applications.
Reviewing application requirements and interface designs.
Identifying web-based user interactions.
Developing and implementing highly responsive user interface components using React concepts.
Writing application interface codes using JavaScript following React.js workflows.
Troubleshooting interface software and debugging application codes."
"https://www.glassdoor.co.in/job-listing/cybersecurity-expert-orange-business-JV_IC2921225_KO0,20_KE21,36.htm?jl=1009425694884",Cybersecurity Expert,Orange Business,Gurgaon,"Votre rôle
Role & Responsibilities


8*5 onsite cybersoc support to customer


Plan, implement, configure, and migrate market-leading cyber security solutions (Qradar, Sentinel, Defender etc.)"
"https://www.glassdoor.co.in/job-listing/senior-cloud-security-analyst-coralogix-JV_IC2921225_KO0,29_KE30,39.htm?jl=1007585477486",Senior Cloud Security Analyst,Coralogix,Gurgaon,"Snowbit is a cybersecurity technology innovator with a vision to empower organizations across the globe to quickly, efficiently, and cost-effectively ready themselves to address omnipresent cyber risk. Built off years of Israeli cybersecurity experience, Snowbit is looking to offer the broadest managed detection and response offering available today.
Snowbit is part of the Coralogix group, with Coralogix rebuilding the path to observability by offloading the burden of indexing and providing deep insights, at an infinite scale, for less than half the cost.
We are looking for experienced and highly motivated Cloud Security Analysts to join our journey and be a part of the India Security Resource Centre (SRC) Team. The India SRC will comprise a team of Security Analysts who operate in a 24x7x365 environment and work with customers across the globe to enhance their security footprint and detect, prevent and mitigate vulnerabilities and incidents. The Security Analyst is a front line operations role and requires an understanding of various security assessments and engaging with customers on alerts, remediation recommendations and escalations. This will be supported in this role from time to time by the Security Research Group."
"https://www.glassdoor.co.in/job-listing/sr-information-security-analyst-airtel-india-JV_IC2921225_KO0,31_KE32,44.htm?jl=1009097044208",Sr Information Security Analyst,Airtel India,Gurgaon,"Roles & Responsibility:
Management of Perimeter day-to-day operations to ensure that operational demands (effectiveness, stability and availability) are met
Collaborate with the Security Operations Manager to Identify capability gaps and operational inconsistencies within the Operation's security controls environment
Responsible for the evaluation, coordination and implementation of IT Security
Responsible for the review and uplift of the network security controls & policies"
"https://www.glassdoor.co.in/job-listing/analyst-information-security-risk-and-compliance-bain-company-inc-JV_KO0,48_KE49,65.htm?jl=1009348482020","Analyst, Information Security, Risk and Compliance",Bain & Company Inc,Delhi,"Company Overview :
Bain & Company is a global consultancy that helps the world’s most ambitious change-makers define the future. Across 65 cities in 40 countries, we work alongside our clients as one team with a shared ambition to achieve extraordinary results, outperform the competition, and redefine industries. We complement our tailored, integrated expertise with a vibrant ecosystem of digital innovators to deliver better, faster, and more enduring outcomes. Our 10-year commitment to invest more than $1 billion in pro bono services brings our talent, expertise, and insight to organizations tackling today’s urgent challenges in education, racial equity, social justice, economic development, and the environment. Since our founding in 1973, we have measured our success by the success of our clients, and we proudly maintain the highest level of client advocacy in the industry."
"https://www.glassdoor.co.in/job-listing/frontend-engineer-lepide-JV_IC4477468_KO0,17_KE18,24.htm?jl=1009361196087",Frontend Engineer,Lepide,Noida,"Frontend Engineer | Experience: 3+ Years
Development | NOIDA | India | Salary Negotiable | Published Date: 11th July’24

With Offices in Texas, London and New Delhi, Lepide is a global IT security organization, leading the data-centric audit and protection (DCAP) market with the award-winning Lepide Data Security Platform. Our mission is to change the way most organizations protect their unstructured data. By putting data at the centre of their IT security strategy, they can ensure they are tackling data security at the source of the problem. We help organizations by providing enterprise level insight into data and the surrounding systems, whether on-premises or in the cloud. Statistically:"
"https://www.glassdoor.co.in/job-listing/soc-analyst-innspark-pvt-ltd-JV_KO0,11_KE12,28.htm?jl=1009427286320",SOC Analyst,Innspark Pvt. Ltd.,Delhi,"The Onsite SOC Analyst will play a crucial role in enhancing cybersecurity operations by monitoring security alerts, analysing network traffic, and conducting thorough forensic analyses to swiftly detect and mitigate potential security incidents. This role involves utilizing deep expertise in networking, system architecture, and virtualization technologies to ensure the integrity and security of organizational systems.
Key responsibilities include collaborating with cross-functional teams to implement robust security measures and develop incident response strategies, as well as communicating technical findings and recommendations clearly to stakeholders. The successful candidate will leverage strong cybersecurity principles and hands-on experience in Security Operations, demonstrating strong analytical skills and a proactive approach to cybersecurity in a dynamic, fast-paced environment."
"https://www.glassdoor.co.in/job-listing/sr-cybersecurity-specialist-orange-business-JV_IC2921225_KO0,27_KE28,43.htm?jl=1009370004945",Sr. Cybersecurity Specialist,Orange Business,Gurgaon,"Votre rôle
Plan, implement, configure, and migrate market-leading cyber security solutions (Qradar, Sentinel, Defender etc.)
Creation and implementation of new SIEM use cases (correlation rules), fine tuning, Defender policies etc.
Configuration, onboarding, and parsing of new log sources in SIEM solution, working on malware analysis, mail analysis, Threat intelligence/hunting etc.
Assessment of the effects of an attack, taking initial measures and making concrete recommendations for action, Improvement of response plans and incident playbooks."
"https://www.glassdoor.co.in/job-listing/grc-analyst-ebix-inc-JV_IC4477468_KO0,11_KE12,20.htm?jl=1009264805740",GRC Analyst,Ebix Inc.,Noida,"Full Time Noida (IN)
Qualification: Bachelor’s in Computer Science
Experience: 2-3 Years
Job Description:
The GRC Analysts is responsible for leading and managing the implementation of ISO 27001 and NIST Cybersecurity Framework (CSF), PCI DSS across the organization. This includes developing and implementing an Information Security Management System (ISMS), conducting risk assessments, developing and implementing security controls, compliance monitoring, policy development, incident response and supporting and managing the certification process"
